"","wage","lwage","sex","white","black","hisp","shs","hsg","scl","clg","mw","so","we","union","vet","cent","ncent","fam1","fam2","fam3","child","fborn","cit","school","pens","fsize10","fsize100","health","age","exp1","exp2","exp3","exp4","occ","occ2","ind","ind2"
"11",11.5,2.4423470353692,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,23,3,0.09,0.027,0.0081,"8740","21","7790","16"
"12",4.78798076923077,1.56610877123628,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,18,0,0,0,0,"4720","16","8590","19"
"13",19.2307692307692,2.95651156040071,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,28,4,0.16,0.064,0.0256,"3255","10","8190","18"
"14",17.3076923076923,2.85115104474288,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,27,7,0.49,0.343,0.2401,"4020","13","8270","18"
"15",12.0192307692308,2.48650793115497,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,50,30,9,27,81,"4220","14","8270","18"
"16",9.24556213017751,2.22414366668748,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,21,1,0.01,0.001,1e-04,"9620","22","3770","6"
"17",11.0576923076923,2.40312632221592,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,18,0,0,0,0,"8965","21","3770","6"
"18",12.0192307692308,2.48650793115497,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,27,5.5,0.3025,0.166375,0.09150625,"3600","11","8270","18"
"19",13.4615384615385,2.59983661646198,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,42,20.5,4.2025,8.615125,17.66100625,"3645","11","8190","18"
"20",24.0384615384615,3.17965511171492,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,27,3,0.09,0.027,0.0081,"3255","10","8190","18"
"21",16.3461538461538,2.79399263090294,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,49,25,6.25,15.625,39.0625,"110","1","7870","17"
"22",27.8846153846154,3.32807511683319,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,36,16,2.56,4.096,6.5536,"6355","19","770","4"
"23",21.6,3.07269331469012,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,47,27,7.29,19.683,53.1441,"6320","19","770","4"
"24",21.3675213675214,3.06187207605854,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,24,0,0,0,0,"800","2","7280","14"
"25",8.65384615384615,2.15800386418294,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,25,3.5,0.1225,0.042875,0.01500625,"7410","20","570","3"
"26",19.2307692307692,2.95651156040071,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,26,6,0.36,0.216,0.1296,"7000","20","4690","9"
"27",4.80769230769231,1.57021719928082,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,23,1,0.01,0.001,1e-04,"5620","17","5380","9"
"28",10.6837606837607,2.36872489549859,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,28,6.5,0.4225,0.274625,0.17850625,"4300","15","8590","19"
"29",11.5384615384615,2.44568593663472,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,30,8.5,0.7225,0.614125,0.52200625,"3600","11","8190","18"
"30",17.7884615384615,2.878550018931,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,37,11,1.21,1.331,1.4641,"2310","8","7860","17"
"31",19.2307692307692,2.95651156040071,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,35,11,1.21,1.331,1.4641,"6200","19","770","4"
"32",16.304347826087,2.79143181004126,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,46,24.5,6.0025,14.706125,36.03000625,"20","1","5480","9"
"33",19.2307692307692,2.95651156040071,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,28,8,0.64,0.512,0.4096,"4800","16","7390","14"
"34",14.4230769230769,2.66882948794893,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,25,5,0.25,0.125,0.0625,"430","1","7390","14"
"35",12,2.484906649788,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,26,4.5,0.2025,0.091125,0.04100625,"6330","19","770","4"
"36",16.8269230769231,2.82298016777619,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,32,8,0.64,0.512,0.4096,"5400","17","4870","9"
"37",6.99300699300699,1.94491064872223,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,47,25.5,6.5025,16.581375,42.28250625,"4850","16","4470","8"
"38",6.65680473372781,1.89563959971545,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,26,2,0.04,0.008,0.0016,"1e+05","16","1e+05","9"
"39",16.3461538461538,2.79399263090294,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,25,1,0.01,0.001,1e-04,"5840","17","6990","12"
"40",11.5384615384615,2.44568593663472,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,28,8,0.64,0.512,0.4096,"310","1","8680","20"
"41",37.5,3.62434093297637,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,67,45.5,20.7025,94.196375,428.59350625,"3300","10","8180","18"
"42",42.3076923076923,3.74496892076498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,26,0,0,0,0,"4700","16","4795","9"
"43",11.0512820512821,2.4025464439741,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,22,0,0,0,0,"4510","15","8980","21"
"44",13.9423076923077,2.63492793627325,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,37,15.5,2.4025,3.723875,5.77200625,"5860","17","4670","9"
"45",10.0961538461538,2.3121545440102,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,31,9,0.81,0.729,0.6561,"3500","10","8090","18"
"46",14.0532544378698,2.64285400154567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,40,14,1.96,2.744,3.8416,"2330","8","7860","17"
"47",2.51461538461538,0.922119863274583,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,63,37,13.69,50.653,187.4161,"710","2","7390","14"
"48",11.9230769230769,2.47847575945771,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,24,2.5,0.0625,0.015625,0.00390625,"8965","21","5275","9"
"49",11.965811965812,2.48205358080559,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,34,14,1.96,2.744,3.8416,"430","1","2980","6"
"50",11.5384615384615,2.44568593663472,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,25,5,0.25,0.125,0.0625,"8965","21","2980","6"
"51",24.0384615384615,3.17965511171492,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,55,31,9.61,29.791,92.3521,"2630","9","4870","9"
"52",16.2721893491124,2.78945747573754,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,54,28,7.84,21.952,61.4656,"4610","15","8290","18"
"53",11.5384615384615,2.44568593663472,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,31,11,1.21,1.331,1.4641,"9130","22","6170","10"
"54",13.4615384615385,2.59983661646198,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,21,1,0.01,0.001,1e-04,"5240","17","6970","12"
"55",14.4230769230769,2.66882948794893,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,45,37,13.69,50.653,187.4161,"4030","13","8680","20"
"56",21.6346153846154,3.07429459605709,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,39,17.5,3.0625,5.359375,9.37890625,"5400","17","6695","11"
"57",11.2179487179487,2.41751505966802,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,32,12,1.44,1.728,2.0736,"9130","22","6170","10"
"58",6.73076923076923,1.90668943590203,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,35,15,2.25,3.375,5.0625,"3600","11","8270","18"
"59",10.0961538461538,2.3121545440102,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,47,27,7.29,19.683,53.1441,"3600","11","8090","18"
"60",7.2125,1.97581563183422,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,"4760","16","4795","9"
"61",12.0192307692308,2.48650793115497,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,28,6.5,0.4225,0.274625,0.17850625,"4110","13","8680","20"
"62",14.0224358974359,2.64065861098223,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,32,12,1.44,1.728,2.0736,"9620","22","8870","21"
"63",4.80769230769231,1.57021719928082,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,51,27,7.29,19.683,53.1441,"4230","14","9290","21"
"64",28.8461538461538,3.36197666850887,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,61,41,16.81,68.921,282.5761,"9620","22","4970","9"
"65",7.21153846153846,1.97568230738898,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,39,17.5,3.0625,5.359375,9.37890625,"4720","16","4980","9"
"66",11.7788461538462,2.46630522383745,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,31,7,0.49,0.343,0.2401,"5860","17","6870","12"
"67",26.9230769230769,3.29298379702192,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,49,23,5.29,12.167,27.9841,"20","1","8680","20"
"68",12.9370629370629,2.56009628781246,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,56,34.5,11.9025,41.063625,141.66950625,"9000","22","1e+05","9"
"69",13.0769230769231,2.57084907958872,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,34,10,1,1,1,"725","2","8590","19"
"70",15.3846153846154,2.7333680090865,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,56,36,12.96,46.656,167.9616,"8965","21","2190","5"
"71",13.4615384615385,2.59983661646198,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,21,1,0.01,0.001,1e-04,"6050","18","170","1"
"72",22.5,3.11351530921037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,61,35,12.25,42.875,150.0625,"2310","8","7860","17"
"73",13.4615384615385,2.59983661646198,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,36,16,2.56,4.096,6.5536,"2010","6","8370","18"
"75",7.28438228438228,1.98573264324248,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,24,2.5,0.0625,0.015625,0.00390625,"7750","21","3365","6"
"76",15.5379807692308,2.74328739886694,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,48,28,7.84,21.952,61.4656,"4600","15","9290","21"
"77",11.5384615384615,2.44568593663472,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,61,41,16.81,68.921,282.5761,"3600","11","8270","18"
"78",11.5384615384615,2.44568593663472,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,35,15,2.25,3.375,5.0625,"4010","13","8680","20"
"79",21.6346153846154,3.07429459605709,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,47,23,5.29,12.167,27.9841,"3320","10","8190","18"
"80",5.76923076923077,1.75253875607477,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,46,26,6.76,17.576,45.6976,"4020","13","8190","18"
"81",8.50591715976331,2.14076205774843,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,26,4.5,0.2025,0.091125,0.04100625,"4220","14","8590","19"
"82",33.9892665474061,3.52604478499348,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,45,21,4.41,9.261,19.4481,"5600","17","3680","6"
"83",19.2307692307692,2.95651156040071,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,49,29,8.41,24.389,70.7281,"5700","17","7970","18"
"84",15.7211538461538,2.75500718418998,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,26,2,0.04,0.008,0.0016,"5940","17","8290","18"
"85",23.0769230769231,3.13883311719466,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,29,5,0.25,0.125,0.0625,"7630","20","4170","7"
"86",23.3338675213675,3.14990584689208,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,51,27,7.29,19.683,53.1441,"120","1","6970","12"
"87",13.3547008547009,2.5918684468128,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,25,1,0.01,0.001,1e-04,"4710","16","4380","8"
"88",16.8269230769231,2.82298016777619,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,31,7,0.49,0.343,0.2401,"3640","11","7870","17"
"89",48.0769230769231,3.87280229227486,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,23,1,0.01,0.001,1e-04,"7410","20","570","3"
"90",15.5379807692308,2.74328739886694,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,41,19,3.61,6.859,13.0321,"4600","15","9290","21"
"91",9.44055944055944,2.24501524117257,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,45,25,6.25,15.625,39.0625,"4020","13","8680","20"
"92",6.73076923076923,1.90668943590203,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,27,7,0.49,0.343,0.2401,"6820","19","770","4"
"93",8.55769230769231,2.14683056358481,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,17,0,0,0,0,"6515","19","770","4"
"94",19.9038461538462,2.99091298711804,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,45,19,3.61,6.859,13.0321,"2010","6","9480","22"
"95",19.2307692307692,2.95651156040071,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,56,36,12.96,46.656,167.9616,"3255","10","8190","18"
"96",10.5769230769231,2.35867455964509,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,39,19,3.61,6.859,13.0321,"4110","13","8680","20"
"97",3.14102564102564,1.14454938385514,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,23,4,0.16,0.064,0.0256,"4720","16","5090","9"
"98",10.5769230769231,2.35867455964509,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,48,28,7.84,21.952,61.4656,"4220","14","7870","17"
"99",22.5961538461538,3.11777970799683,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,56,34,11.56,39.304,133.6336,"3500","10","8090","18"
"100",28.8461538461538,3.36197666850887,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,53,33,10.89,35.937,118.5921,"8220","21","3680","6"
"101",17.0940170940171,2.83872852474433,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,32,12,1.44,1.728,2.0736,"50","1","7380","14"
"102",18.75,2.93119375241642,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,27,5.5,0.3025,0.166375,0.09150625,"3700","12","9470","22"
"103",9.61538461538461,2.26336437984076,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,27,7,0.49,0.343,0.2401,"5700","17","3895","6"
"104",19.2307692307692,2.95651156040071,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,30,10,1,1,1,"6230","19","770","4"
"105",9.61538461538461,2.26336437984076,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,29,9,0.81,0.729,0.6561,"6260","19","770","4"
"106",4.80769230769231,1.57021719928082,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,21,1,0.01,0.001,1e-04,"4140","13","8680","20"
"107",16,2.77258872223978,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,45,25,6.25,15.625,39.0625,"4250","14","7770","16"
"108",25.6410256410256,3.24419363285249,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,48,26.5,7.0225,18.609625,49.31550625,"4850","16","4270","7"
"109",21.6346153846154,3.07429459605709,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,44,20,4,8,16,"5700","17","7770","16"
"110",8.54700854700855,2.14558134418438,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,55,37,13.69,50.653,187.4161,"6800","19","490","2"
"111",17.7125506072875,2.87427346216374,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,24,2,0.04,0.008,0.0016,"3420","10","7480","14"
"112",23.7315875613748,3.16680696923707,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,39,19,3.61,6.859,13.0321,"7700","21","3580","6"
"113",6.73076923076923,1.90668943590203,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,20,0,0,0,0,"9840","22","9890","23"
"114",9.71250971250971,2.27341471569427,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,54,32.5,10.5625,34.328125,111.56640625,"4610","15","9290","21"
"115",1.92307692307692,0.653926467406664,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,24,4,0.16,0.064,0.0256,"4220","14","5380","9"
"116",11.1607142857143,2.41239995900125,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,25,3,0.09,0.027,0.0081,"7200","20","8770","21"
"117",51.9230769230769,3.94976333341099,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,26,2,0.04,0.008,0.0016,"850","2","6970","12"
"118",16.8269230769231,2.82298016777619,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,24,0,0,0,0,"50","1","7380","14"
"119",19.2307692307692,2.95651156040071,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,28,4,0.16,0.064,0.0256,"735","2","4795","9"
"120",33.6538461538462,3.51612734833613,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,28,4,0.16,0.064,0.0256,"710","2","7390","14"
"121",30.7692307692308,3.42651518964645,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,23,0,0,0,0,"4710","16","6990","12"
"122",12.0192307692308,2.48650793115497,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,25,5,0.25,0.125,0.0625,"3600","11","8270","18"
"123",16.8269230769231,2.82298016777619,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,26,4,0.16,0.064,0.0256,"7200","20","8770","21"
"124",14.4230769230769,2.66882948794893,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,26,4.5,0.2025,0.091125,0.04100625,"6230","19","770","4"
"125",19.2307692307692,2.95651156040071,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,26,4.5,0.2025,0.091125,0.04100625,"1e+05","20","6180","10"
"126",14.4230769230769,2.66882948794893,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,22,0.5,0.0025,0.000125,6.25e-06,"7750","21","3580","6"
"127",48.0769230769231,3.87280229227486,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,21,1,0.01,0.001,1e-04,"8140","21","2890","6"
"128",21.6346153846154,3.07429459605709,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,25,1,0.01,0.001,1e-04,"850","2","7390","14"
"129",20.6730769230769,3.02883222198034,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,35,13.5,1.8225,2.460375,3.32150625,"7220","20","1e+05","1"
"130",12.0192307692308,2.48650793115497,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,20,0,0,0,0,"6050","18","180","1"
"131",20.1927884615385,3.00532553381051,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,20,0,0,0,0,"5400","17","7980","18"
"132",3.36538461538462,1.21354225534209,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,26,2,0.04,0.008,0.0016,"7200","20","4670","9"
"133",12.9807692307692,2.5634689722911,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,29,5,0.25,0.125,0.0625,"2310","8","7860","17"
"134",7.875,2.0636931847117,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,18,0,0,0,0,"1e+05","13","8680","20"
"135",17.6715176715177,2.87195417237265,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,62,38,14.44,54.872,208.5136,"5120","17","7280","14"
"136",12.6278044871795,2.5359010880909,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,41,21,4.41,9.261,19.4481,"7700","21","3970","6"
"137",0.384615384615385,-0.955511445027436,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,72,46,21.16,97.336,447.7456,"2040","6","9160","21"
"138",20.1923076923077,3.00530172457014,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,49,25,6.25,15.625,39.0625,"4300","15","8590","19"
"139",19.2307692307692,2.95651156040071,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,29,7.5,0.5625,0.421875,0.31640625,"5610","17","1e+05","6"
